addr_1,addr_2,addr_3,addr_4,lon,lat,road_trunk_3km,road_primary_3km,road_secondary_3km,road_tertiary_3km,road_res_uncl_3km,road_bus_stop_3km,road_parking_3km,road_fuel_3km,amenity_gov_3km,amenity_health_3km,amenity_school_3km,amenity_police_3km,amenity_post_3km,amenity_bank_3km,amenity_shop_3km,places_total_3km,buildings_total_3km,road_types_3km,landuse_types_3km,road_trunk_1km,road_primary_1km,road_secondary_1km,road_tertiary_1km,road_res_uncl_1km,road_bus_stop_1km,road_parking_1km,road_fuel_1km,amenity_gov_1km,amenity_health_1km,amenity_school_1km,amenity_police_1km,amenity_post_1km,amenity_bank_1km,amenity_shop_1km,places_total_1km,buildings_total_1km,road_types_1km,landuse_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
甘肃省,天水市,秦安县,刘坪镇,105.7228899,34.8970385,0.0,0.0,1.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,1707125546,6772050,天水市秦安县,天水市秦安县刘坪镇,19.0,19.3,0.0,5.1,43.4,52.01764705882353,52.767479674796746,47.68
甘肃省,天水市,秦安县,王铺镇,105.4368474,35.0584828,3.0,1.0,2.0,3.0,56.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,34.0,34.0,5.0,7.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,5.0,4590217604,6772042,天水市秦安县,天水市秦安县王铺镇,20.0,24.0,10.0,11.2,65.2,52.01764705882353,52.767479674796746,47.68
甘肃省,天水市,秦安县,王窑镇,105.5639367,34.8889162,0.0,0.0,2.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4541237176,6772047,天水市秦安县,天水市秦安县王窑镇,20.0,19.4,0.0,5.3,44.699999999999996,52.01764705882353,52.767479674796746,47.68
甘肃省,天水市,秦安县,云山镇,105.7945538,34.7607872,0.0,2.0,2.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,6025484613,6772034,天水市秦安县,天水市秦安县云山镇,18.0,23.0,0.0,3.7,44.7,52.01764705882353,52.767479674796746,47.68
甘肃省,天水市,甘谷县,大像山镇,105.3310058,34.7349513,27.0,23.0,25.0,21.0,366.0,6.0,1.0,5.0,1.0,3.0,12.0,0.0,0.0,2.0,4.0,8.0,395.0,7.0,10.0,3.0,8.0,3.0,6.0,76.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,136.0,6.0,5.0,3393478152,-1,天水市甘谷县,天水市甘谷县大像山镇,12.0,30.0,19.0,20.0,81.0,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,新兴镇,105.3244463,34.7615548,14.0,29.0,36.0,23.0,463.0,14.0,1.0,8.0,1.0,6.0,16.0,2.0,0.0,4.0,7.0,8.0,428.0,7.0,8.0,0.0,9.0,8.0,7.0,74.0,4.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,147.0,3.0,5.0,4102457700,-1,天水市甘谷县,天水市甘谷县新兴镇,12.0,30.0,24.0,20.0,86.0,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,磐安镇,105.115326,34.7559088,16.0,0.0,20.0,10.0,152.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8.0,79.0,4.0,9.0,0.0,0.0,3.0,4.0,77.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,59.0,4.0,8.0,4102461635,-1,天水市甘谷县,天水市甘谷县磐安镇,12.0,28.0,8.0,20.0,68.0,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,六峰镇,105.3828849,34.7355607,0.0,3.0,4.0,20.0,226.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,30.0,5.0,7.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,22.0,3.0,3.0,6050986229,-1,天水市甘谷县,天水市甘谷县六峰镇,12.0,28.0,5.0,12.2,57.2,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,安远镇,105.2749443,34.8839243,0.0,0.0,7.0,10.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,23.0,2.0,6.0,0.0,0.0,3.0,7.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,3.0,4353737839,-1,天水市甘谷县,天水市甘谷县安远镇,12.0,24.0,5.0,10.5,51.5,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,金山镇,105.4440092,34.8171906,0.0,2.0,2.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4716645276,-1,天水市甘谷县,天水市甘谷县金山镇,12.0,15.8,5.0,4.0,36.8,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,大石镇,105.1859835,34.9005873,0.0,0.0,4.0,7.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,3.0,0.0,0.0,4.0,6.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,4353737838,-1,天水市甘谷县,天水市甘谷县大石镇,8.0,26.0,0.0,4.6,38.6,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,礼辛镇,105.0833917,34.9116736,0.0,0.0,3.0,9.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,0.0,0.0,3.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,4353737840,-1,天水市甘谷县,天水市甘谷县礼辛镇,9.0,23.0,5.0,5.7,42.7,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,武家河镇,105.2311197,34.6779439,0.0,0.0,1.0,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6050986230,-1,天水市甘谷县,天水市甘谷县武家河镇,8.0,19.2,0.0,2.1,29.3,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,大庄镇,105.3481196,34.9785778,0.0,0.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4309712526,-1,天水市甘谷县,天水市甘谷县大庄镇,9.0,10.3,0.0,1.0,20.3,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,古坡镇,105.2788965,34.6260687,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6050986228,11891281,天水市甘谷县,天水市甘谷县古坡镇,18.0,12.5,0.0,4.1,34.6,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,八里湾镇,105.3647304,34.8498923,0.0,0.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4356342820,-1,天水市甘谷县,天水市甘谷县八里湾镇,8.0,16.2,0.0,1.0,25.2,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,西坪镇,105.4491935,34.9048837,0.0,0.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4355972752,-1,天水市甘谷县,天水市甘谷县西坪镇,9.0,14.7,0.0,2.1,25.8,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,谢家湾乡,105.1667672,34.814303,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-1,-1,天水市甘谷县,天水市甘谷县谢家湾乡,1.0,14.2,0.0,2.0,17.2,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,甘谷县,白家湾乡,105.3146066,34.6978791,16.0,0.0,1.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,4.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6050986227,-1,天水市甘谷县,天水市甘谷县白家湾乡,11.0,21.6,5.0,4.7,42.300000000000004,43.766666666666666,52.767479674796746,47.68
甘肃省,天水市,武山县,城关镇,104.8919343,34.7234798,15.0,23.0,43.0,44.0,174.0,15.0,0.0,3.0,7.0,2.0,10.0,1.0,0.0,1.0,5.0,16.0,596.0,8.0,12.0,7.0,7.0,25.0,22.0,65.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,250.0,7.0,7.0,244082171,-1,天水市武山县,天水市武山县城关镇,12.0,28.0,16.0,20.0,76.0,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,洛门镇,105.0206292,34.7576068,12.0,12.0,29.0,27.0,175.0,3.0,0.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,10.0,178.0,8.0,11.0,8.0,6.0,10.0,13.0,48.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,141.0,8.0,6.0,2953808116,-1,天水市武山县,天水市武山县洛门镇,12.0,28.0,25.0,20.0,85.0,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,鸳鸯镇,104.7803465,34.7959392,9.0,0.0,3.0,22.0,43.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,108.0,5.0,8.0,3.0,0.0,0.0,9.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,64.0,4.0,5.0,-1,-1,天水市武山县,天水市武山县鸳鸯镇,2.0,26.0,5.0,20.0,53.0,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,滩歌镇,104.840622,34.627641,0.0,0.0,11.0,7.0,47.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,5.0,0.0,0.0,7.0,5.0,29.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,1706632259,11891407,天水市武山县,天水市武山县滩歌镇,19.0,26.0,5.0,6.6,56.6,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,四门镇,105.0109657,34.6252711,0.0,7.0,4.0,15.0,209.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,0.0,7.0,1.0,12.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2953819366,-1,天水市武山县,天水市武山县四门镇,11.0,23.0,0.0,5.5,39.5,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,马力镇,104.698746,34.6643523,0.0,0.0,9.0,14.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,13.0,5.0,4.0,0.0,0.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,3.0,1706632232,-1,天水市武山县,天水市武山县马力镇,12.0,23.3,5.0,6.5,46.8,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,山丹镇,104.831342,34.75106,11.0,0.0,8.0,11.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,5.0,5.0,0.0,0.0,7.0,3.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,4.0,4.0,1706632254,-1,天水市武山县,天水市武山县山丹镇,11.0,26.0,0.0,10.100000000000001,47.1,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,温泉镇,105.050745,34.6537288,0.0,3.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,6.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,6052610177,-1,天水市武山县,天水市武山县温泉镇,9.0,17.9,0.0,7.1,34.0,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,桦林镇,104.7538589,34.8257031,8.0,0.0,0.0,10.0,68.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,53.0,4.0,8.0,3.0,0.0,0.0,3.0,15.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,2.0,1706632226,-1,天水市武山县,天水市武山县桦林镇,12.0,28.0,5.0,14.7,59.7,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,龙台镇,104.896263,34.59885,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1706632229,-1,天水市武山县,天水市武山县龙台镇,10.0,11.8,0.0,1.1,22.900000000000002,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,榆盘镇,104.9165372,34.9157368,0.0,0.0,3.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1706632275,-1,天水市武山县,天水市武山县榆盘镇,12.0,22.0,5.0,3.0,42.0,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,高楼镇,104.670473,34.762639,0.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1706632220,-1,天水市武山县,天水市武山县高楼镇,11.0,14.6,0.0,2.0,27.6,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,杨河镇,105.0062628,34.519098,0.0,3.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,5.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6052610179,-1,天水市武山县,天水市武山县杨河镇,10.0,12.4,5.0,5.7,33.1,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,嘴头乡,105.0376832,34.820691,0.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,6052610175,-1,天水市武山县,天水市武山县嘴头乡,9.0,15.0,0.0,3.1,27.1,46.0,52.767479674796746,47.68
甘肃省,天水市,武山县,沿安乡,104.9175102,34.4612091,0.0,0.0,1.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,5.0,5.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,4.0,1706632268,-1,天水市武山县,天水市武山县沿安乡,11.0,20.0,0.0,8.6,39.6,46.0,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,张家川镇,106.2113999,34.9969218,6.0,10.0,19.0,32.0,122.0,3.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,5.0,4.0,95.0,7.0,7.0,0.0,0.0,9.0,15.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0,5.0,4.0,8116642194,-1,天水市张家川回族自治县,天水市张家川回族自治县张家川镇,11.0,30.0,15.0,19.0,75.0,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,龙山镇,106.0841249,35.0381225,0.0,0.0,6.0,17.0,92.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,53.0,3.0,6.0,0.0,0.0,4.0,11.0,37.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,29.0,3.0,5.0,2655504120,-1,天水市张家川回族自治县,天水市张家川回族自治县龙山镇,9.0,25.0,10.0,14.200000000000001,58.2,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,恭门镇,106.2981039,34.9419579,0.0,11.0,1.0,11.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,60.0,4.0,4.0,0.0,10.0,1.0,5.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,3.0,3.0,4246758031,-1,天水市张家川回族自治县,天水市张家川回族自治县恭门镇,9.0,26.0,5.0,15.3,55.3,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,马鹿镇,106.4535456,34.9116499,0.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4007925749,11888670,天水市张家川回族自治县,天水市张家川回族自治县马鹿镇,16.0,17.9,0.0,5.2,39.1,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,梁山镇,105.974003,35.073185,0.0,0.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6027549227,-1,天水市张家川回族自治县,天水市张家川回族自治县梁山镇,8.0,18.5,0.0,3.3,29.8,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,马关镇,106.0360148,35.06627,0.0,0.0,9.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,2.0,6.0,0.0,0.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,6027549229,-1,天水市张家川回族自治县,天水市张家川回族自治县马关镇,9.0,22.0,0.0,7.9,38.9,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,刘堡镇,106.2341988,35.0583241,16.0,0.0,0.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,3.0,3.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4905854462,-1,天水市张家川回族自治县,天水市张家川回族自治县刘堡镇,12.0,19.5,0.0,3.8,35.3,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,胡川镇,106.1444527,34.9265003,3.0,0.0,0.0,1.0,58.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,6027125224,-1,天水市张家川回族自治县,天水市张家川回族自治县胡川镇,8.0,25.0,0.0,4.5,37.5,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,大阳镇,106.0701433,34.9863922,0.0,0.0,0.0,9.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,4.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6027549226,-1,天水市张家川回族自治县,天水市张家川回族自治县大阳镇,12.0,20.200000000000003,0.0,5.5,37.7,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,川王镇,106.1507373,35.0830907,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6027549225,-1,天水市张家川回族自治县,天水市张家川回族自治县川王镇,11.0,9.100000000000001,0.0,2.4,22.5,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,张棉乡,106.232214,35.1460295,5.0,0.0,2.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,5.0,4.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,4905853172,-1,天水市张家川回族自治县,天水市张家川回族自治县张棉乡,12.0,20.4,0.0,5.8,38.199999999999996,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,木河乡,106.1372512,35.0229908,0.0,0.0,3.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,6027549230,-1,天水市张家川回族自治县,天水市张家川回族自治县木河乡,12.0,19.3,0.0,3.0,34.3,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,连五乡,106.1070134,35.0955787,0.0,0.0,0.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,4.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,6027549228,-1,天水市张家川回族自治县,天水市张家川回族自治县连五乡,8.0,16.200000000000003,5.0,5.2,34.400000000000006,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,平安乡,106.3141196,35.0205075,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,2.0,4290759352,-1,天水市张家川回族自治县,天水市张家川回族自治县平安乡,9.0,9.4,5.0,8.6,32.0,39.973333333333336,52.767479674796746,47.68
甘肃省,天水市,张家川回族自治县,阎家乡,106.3762597,34.9235937,0.0,1.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,6027549231,-1,天水市张家川回族自治县,天水市张家川回族自治县阎家乡,8.0,16.9,0.0,6.5,31.4,39.973333333333336,52.767479674796746,47.68
甘肃省,武威市,凉州区,东大街街道,102.6390855,37.926625,0.0,38.0,25.0,49.0,79.0,4.0,7.0,3.0,5.0,10.0,28.0,1.0,0.0,0.0,26.0,13.0,146.0,8.0,9.0,0.0,2.0,7.0,8.0,14.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,4.0,4.0,26.0,4.0,3.0,5990274508,8821850,武威市凉州区,武威市凉州区东大街街道,20.0,30.0,19.0,20.0,89.0,50.73913043478261,42.13333333333334,47.68
甘肃省,武威市,凉州区,西大街街道,102.62783,37.9323663,0.0,34.0,27.0,46.0,94.0,2.0,7.0,4.0,5.0,12.0,30.0,2.0,0.0,0.0,29.0,12.0,164.0,8.0,9.0,0.0,8.0,4.0,10.0,12.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,6.0,4.0,28.0,4.0,3.0,5990314946,8821851,武威市凉州区,武威市凉州区西大街街道,20.0,30.0,21.0,20.0,91.0,50.73913043478261,42.13333333333334,47.68
甘肃省,武威市,凉州区,东关街街道,102.6499313,37.926805,0.0,36.0,22.0,47.0,80.0,2.0,1.0,2.0,5.0,13.0,25.0,0.0,0.0,0.0,17.0,12.0,112.0,8.0,9.0,0.0,5.0,11.0,9.0,17.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,22.0,2.0,4.0,5990624741,8822084,武威市凉州区,武威市凉州区东关街街道,20.0,30.0,16.0,20.0,86.0,50.73913043478261,42.13333333333334,47.68
