addr_1,addr_2,addr_3,addr_4,lon,lat,road_trunk_3km,road_primary_3km,road_secondary_3km,road_tertiary_3km,road_res_uncl_3km,road_bus_stop_3km,road_parking_3km,road_fuel_3km,amenity_gov_3km,amenity_health_3km,amenity_school_3km,amenity_police_3km,amenity_post_3km,amenity_bank_3km,amenity_shop_3km,places_total_3km,buildings_total_3km,road_types_3km,landuse_types_3km,road_trunk_1km,road_primary_1km,road_secondary_1km,road_tertiary_1km,road_res_uncl_1km,road_bus_stop_1km,road_parking_1km,road_fuel_1km,amenity_gov_1km,amenity_health_1km,amenity_school_1km,amenity_police_1km,amenity_post_1km,amenity_bank_1km,amenity_shop_1km,places_total_1km,buildings_total_1km,road_types_1km,landuse_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
甘肃省,陇南市,礼县,白关镇,104.9259413,33.9678636,0.0,5.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4932140581,-1,陇南市礼县,陇南市礼县白关镇,11.0,19.3,0.0,2.0,32.3,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,桥头镇,104.8141224,33.7530547,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,4932135290,-1,陇南市礼县,陇南市礼县桥头镇,12.0,9.0,0.0,3.3,24.3,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,王坝镇,105.0141864,33.7468619,8.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6053097466,-1,陇南市礼县,陇南市礼县王坝镇,8.0,20.2,0.0,2.0,30.2,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,滩坪镇,104.9827139,33.8108,0.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,6053097465,-1,陇南市礼县,陇南市礼县滩坪镇,9.0,15.1,0.0,3.2,27.3,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,马河乡,105.410967,34.3201975,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5121426134,-1,陇南市礼县,陇南市礼县马河乡,9.0,5.5,5.0,3.1,22.6,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,上坪乡,104.8619704,34.1759037,0.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1706632255,-1,陇南市礼县,陇南市礼县上坪乡,11.0,15.5,5.0,2.0,33.5,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,雷王乡,105.1467425,34.0516264,0.0,0.0,5.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,4.0,0.0,0.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,6053097462,-1,陇南市礼县,陇南市礼县雷王乡,8.0,20.6,5.0,5.7,39.300000000000004,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,沙金乡,104.8112743,33.9855296,0.0,0.0,6.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,6053097464,-1,陇南市礼县,陇南市礼县沙金乡,12.0,17.4,0.0,2.2,31.599999999999998,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,草坪乡,104.81254,33.6819743,0.0,7.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6053097458,-1,陇南市礼县,陇南市礼县草坪乡,8.0,9.6,0.0,3.0,20.6,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,肖良乡,105.0928086,33.7585688,0.0,0.0,0.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,6053097467,-1,陇南市礼县,陇南市礼县肖良乡,8.0,16.2,5.0,5.2,34.4,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,礼县,三峪乡,105.0342387,33.6952295,0.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6053097463,-1,陇南市礼县,陇南市礼县三峪乡,8.0,15.0,0.0,2.0,25.0,39.693103448275856,42.14974874371859,47.68
甘肃省,陇南市,徽县,城关镇,106.0800168,33.7675425,6.0,8.0,21.0,28.0,166.0,3.0,2.0,5.0,3.0,3.0,9.0,2.0,3.0,14.0,31.0,6.0,458.0,8.0,9.0,0.0,5.0,8.0,15.0,63.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,13.0,28.0,4.0,255.0,8.0,6.0,2373216515,-1,陇南市徽县,陇南市徽县城关镇,12.0,30.0,30.0,20.0,92.0,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,伏家镇,105.9563778,33.8155271,1.0,11.0,0.0,15.0,79.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,86.0,4.0,8.0,1.0,11.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,4.0,3779045961,-1,陇南市徽县,陇南市徽县伏家镇,9.0,28.0,5.0,18.1,60.1,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,江洛镇,105.8259777,33.8910248,9.0,3.0,0.0,1.0,60.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,41.0,3.0,6.0,3.0,3.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,5.0,2187080831,-1,陇南市徽县,陇南市徽县江洛镇,12.0,25.0,5.0,11.8,53.8,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,泥阳镇,105.8228227,33.8174394,0.0,3.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,7.0,0.0,3.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,6.0,4285676235,-1,陇南市徽县,陇南市徽县泥阳镇,12.0,24.0,5.0,9.4,50.4,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,柳林镇,106.1680131,33.8725538,0.0,0.0,3.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,6.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,4285775322,-1,陇南市徽县,陇南市徽县柳林镇,12.0,21.0,5.0,6.8,44.8,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,嘉陵镇,106.1971683,33.6994833,0.0,4.0,1.0,4.0,46.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,83.0,3.0,4.0,0.0,4.0,0.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2373216517,-1,陇南市徽县,陇南市徽县嘉陵镇,11.0,25.0,5.0,12.4,53.4,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,永宁镇,106.18669,33.837551,6.0,0.0,1.0,9.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,29.0,4.0,5.0,5.0,0.0,0.0,5.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,12.0,3.0,5.0,4285676240,-1,陇南市徽县,陇南市徽县永宁镇,12.0,26.0,7.0,9.100000000000001,54.1,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,银杏树镇,106.0386329,33.8049584,3.0,0.0,0.0,16.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,48.0,5.0,12.0,3.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,5.0,4285740288,-1,陇南市徽县,陇南市徽县银杏树镇,11.0,24.0,5.0,14.5,54.5,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,水阳镇,106.0999836,33.7472831,0.0,12.0,19.0,17.0,162.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,5.0,19.0,9.0,274.0,8.0,11.0,0.0,3.0,5.0,6.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,34.0,4.0,6.0,2373216518,-1,陇南市徽县,陇南市徽县水阳镇,12.0,30.0,10.0,20.0,72.0,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,栗川镇,105.9448054,33.7740202,0.0,10.0,0.0,14.0,82.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,7.0,0.0,9.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,4285740284,-1,陇南市徽县,陇南市徽县栗川镇,11.0,26.0,5.0,7.9,49.9,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,麻沿河镇,105.7327547,34.0728701,10.0,0.0,5.0,4.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,3.0,4.0,0.0,3.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,2.0,4284801394,11893984,陇南市徽县,陇南市徽县麻沿河镇,17.0,17.4,5.0,5.6,45.0,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,高桥镇,105.9450799,34.0957606,0.0,0.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4284789901,16344184,陇南市徽县,陇南市徽县高桥镇,17.0,14.0,0.0,3.2,34.2,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,大河店镇,106.0510913,33.6554989,0.0,0.0,0.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,5.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3826646944,-1,陇南市徽县,陇南市徽县大河店镇,8.0,15.8,5.0,6.3,35.1,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,榆树乡,106.0066492,33.959579,0.0,0.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4284744114,-1,陇南市徽县,陇南市徽县榆树乡,11.0,10.6,10.0,2.2,33.800000000000004,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,徽县,虞关乡,106.1681188,33.6315041,0.0,3.0,0.0,14.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,2.0,0.0,3.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,2373216520,-1,陇南市徽县,陇南市徽县虞关乡,9.0,19.0,0.0,3.8,31.8,50.99333333333333,42.14974874371859,47.68
甘肃省,陇南市,两当县,城关镇,106.3033548,33.9145064,9.0,0.0,12.0,30.0,95.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,2.0,29.0,5.0,216.0,6.0,8.0,7.0,0.0,5.0,25.0,54.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,2.0,27.0,4.0,183.0,5.0,6.0,5194885285,11893974,陇南市两当县,陇南市两当县城关镇,20.0,28.0,23.0,20.0,91.0,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,站儿巷镇,106.3030994,33.7750719,0.0,0.0,5.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,27.0,7.0,5.0,0.0,0.0,2.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,7.0,5.0,5196185889,-1,陇南市两当县,陇南市两当县站儿巷镇,10.0,22.3,5.0,10.2,47.5,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,西坡镇,106.4240661,33.8465613,0.0,0.0,4.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2373342143,-1,陇南市两当县,陇南市两当县西坡镇,11.0,15.8,0.0,4.2,31.0,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,杨店镇,106.4198526,33.9310481,5.0,0.0,0.0,5.0,70.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,27.0,6.0,7.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,20.0,3.0,6.0,4115752064,11893970,陇南市两当县,陇南市两当县杨店镇,20.0,26.0,13.0,11.7,70.7,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,显龙镇,106.2478207,33.8137385,0.0,0.0,0.0,7.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,4.0,4.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5196185772,-1,陇南市两当县,陇南市两当县显龙镇,10.0,24.0,0.0,5.3,39.3,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,云屏镇,106.412891,33.6968861,0.0,0.0,7.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,3.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,3.0,5196185740,11893973,陇南市两当县,陇南市两当县云屏镇,18.0,15.0,5.0,4.7,42.7,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,左家乡,106.4064905,33.9673225,1.0,0.0,0.0,9.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,4.0,5.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5196185811,11893971,陇南市两当县,陇南市两当县左家乡,20.0,26.0,0.0,7.9,53.9,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,鱼池乡,106.275456,33.837399,0.0,0.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,5196185773,-1,陇南市两当县,陇南市两当县鱼池乡,12.0,16.6,0.0,5.3,33.9,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,兴化乡,106.3284946,33.8461731,0.0,0.0,9.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,4.0,4.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,5196185768,-1,陇南市两当县,陇南市两当县兴化乡,12.0,21.0,0.0,5.3,38.3,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,张家乡,106.5381353,34.1288265,0.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,24.0,4.0,4.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,5313862656,11893975,陇南市两当县,陇南市两当县张家乡,19.0,19.2,5.0,7.300000000000001,50.5,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,泰山乡,106.4495784,33.7727778,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,2.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5196185743,-1,陇南市两当县,陇南市两当县泰山乡,10.0,11.6,0.0,2.8,24.400000000000002,51.18333333333334,42.14974874371859,47.68
甘肃省,陇南市,两当县,金洞乡,106.3075695,33.9091554,10.0,0.0,12.0,30.0,101.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,2.0,29.0,5.0,218.0,6.0,8.0,5.0,0.0,4.0,21.0,43.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,24.0,3.0,146.0,6.0,4.0,5194885170,11893972,陇南市两当县,陇南市两当县金洞乡,20.0,28.0,23.0,20.0,91.0,51.18333333333334,42.14974874371859,47.68
甘肃省,临夏回族自治州,临夏市,城南街道,103.211705,35.5964347,33.0,48.0,43.0,46.0,318.0,16.0,4.0,7.0,7.0,5.0,27.0,4.0,0.0,2.0,39.0,14.0,1447.0,8.0,16.0,0.0,16.0,21.0,2.0,32.0,5.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,25.0,2.0,495.0,6.0,8.0,6009308130,8844098,临夏回族自治州临夏市,临夏回族自治州临夏市城南街道,20.0,30.0,28.0,20.0,98.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,城北街道,103.2082693,35.6059671,27.0,42.0,38.0,30.0,284.0,16.0,4.0,6.0,6.0,4.0,23.0,3.0,0.0,2.0,33.0,13.0,1371.0,8.0,16.0,11.0,8.0,14.0,5.0,25.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,396.0,7.0,8.0,8085808036,11840766,临夏回族自治州临夏市,临夏回族自治州临夏市城北街道,20.0,30.0,17.0,20.0,87.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,东关街道,103.2146644,35.5900745,25.0,54.0,43.0,47.0,292.0,15.0,3.0,9.0,7.0,5.0,26.0,4.0,0.0,2.0,41.0,15.0,1418.0,8.0,15.0,2.0,26.0,14.0,2.0,37.0,3.0,2.0,1.0,0.0,2.0,6.0,3.0,0.0,1.0,26.0,3.0,328.0,6.0,8.0,8085788772,11840762,临夏回族自治州临夏市,临夏回族自治州临夏市东关街道,20.0,30.0,28.0,20.0,98.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,西关街道,103.1977129,35.5916449,31.0,38.0,40.0,20.0,303.0,15.0,3.0,7.0,4.0,5.0,22.0,3.0,0.0,2.0,34.0,14.0,1233.0,8.0,17.0,10.0,3.0,10.0,2.0,42.0,1.0,1.0,2.0,3.0,1.0,7.0,1.0,0.0,0.0,9.0,3.0,277.0,4.0,8.0,8085788774,11840764,临夏回族自治州临夏市,临夏回族自治州临夏市西关街道,20.0,30.0,26.0,20.0,96.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,八坊街道,103.2057809,35.5882946,31.0,42.0,42.0,32.0,288.0,15.0,3.0,10.0,5.0,4.0,22.0,4.0,0.0,2.0,38.0,12.0,1319.0,8.0,17.0,2.0,15.0,11.0,4.0,44.0,2.0,3.0,0.0,1.0,2.0,7.0,3.0,0.0,1.0,27.0,3.0,338.0,6.0,8.0,8085788773,11840763,临夏回族自治州临夏市,临夏回族自治州临夏市八坊街道,20.0,30.0,28.0,20.0,98.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,红园街道,103.1997728,35.602672,33.0,38.0,36.0,26.0,284.0,15.0,4.0,5.0,4.0,4.0,26.0,3.0,0.0,2.0,33.0,11.0,1260.0,8.0,16.0,9.0,4.0,9.0,6.0,23.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,234.0,7.0,8.0,8085808019,11840765,临夏回族自治州临夏市,临夏回族自治州临夏市红园街道,20.0,30.0,13.0,20.0,83.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,东区街道,103.247838,35.6153024,25.0,31.0,29.0,24.0,231.0,15.0,3.0,4.0,2.0,2.0,15.0,0.0,0.0,1.0,1.0,11.0,690.0,6.0,12.0,1.0,4.0,10.0,2.0,36.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,166.0,5.0,5.0,6009353147,-1,临夏回族自治州临夏市,临夏回族自治州临夏市东区街道,12.0,30.0,10.0,20.0,72.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,城郊镇,103.1890767,35.5890069,33.0,32.0,29.0,17.0,277.0,9.0,3.0,6.0,4.0,5.0,20.0,3.0,0.0,1.0,33.0,12.0,1015.0,8.0,17.0,14.0,3.0,4.0,2.0,56.0,3.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,165.0,4.0,7.0,4384215617,8843919,临夏回族自治州临夏市,临夏回族自治州临夏市城郊镇,20.0,30.0,18.0,20.0,88.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,枹罕镇,103.1398201,35.5533603,40.0,4.0,6.0,24.0,209.0,3.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,85.0,6.0,10.0,6.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,7.0,2967429993,8843920,临夏回族自治州临夏市,临夏回族自治州临夏市枹罕镇,20.0,30.0,5.0,17.4,72.4,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,南龙镇,103.2253526,35.5794492,6.0,52.0,37.0,35.0,245.0,11.0,4.0,5.0,4.0,4.0,15.0,4.0,0.0,2.0,38.0,11.0,992.0,8.0,14.0,0.0,16.0,4.0,7.0,37.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,71.0,5.0,7.0,6009185057,8843921,临夏回族自治州临夏市,临夏回族自治州临夏市南龙镇,20.0,30.0,18.0,20.0,88.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏市,折桥镇,103.2368266,35.6198114,24.0,37.0,37.0,25.0,251.0,20.0,2.0,4.0,2.0,3.0,16.0,0.0,0.0,1.0,2.0,11.0,909.0,8.0,15.0,0.0,1.0,6.0,2.0,31.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,110.0,3.0,5.0,6009185058,8843922,临夏回族自治州临夏市,临夏回族自治州临夏市折桥镇,20.0,30.0,10.0,20.0,80.0,87.30909090909091,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏县,韩集镇,102.994443,35.4912499,0.0,4.0,9.0,19.0,310.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,168.0,4.0,6.0,0.0,3.0,4.0,8.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0,3.0,5.0,8075349081,-1,临夏回族自治州临夏县,临夏回族自治州临夏县韩集镇,8.0,28.0,5.0,18.0,59.0,51.583999999999996,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏县,土桥镇,103.1871433,35.6570577,0.0,0.0,5.0,10.0,177.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,17.0,138.0,4.0,10.0,0.0,0.0,3.0,4.0,28.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,96.0,3.0,6.0,4337449279,-1,临夏回族自治州临夏县,临夏回族自治州临夏县土桥镇,12.0,24.0,10.0,20.0,66.0,51.583999999999996,51.1381679389313,47.68
甘肃省,临夏回族自治州,临夏县,马集镇,102.9915981,35.4480605,3.0,0.0,0.0,18.0,190.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,49.0,4.0,6.0,3.0,0.0,0.0,7.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,15.0,3.0,5.0,4624306035,-1,临夏回族自治州临夏县,临夏回族自治州临夏县马集镇,10.0,28.0,13.0,12.4,63.4,51.583999999999996,51.1381679389313,47.68
